base_name,extension,first_frame,last_frame,frame_count,missing_frame_count,total_size_bytes,total_size_human,directory,first_frame_path,width,height,fps,codec,pix_fmt,duration_sec
HALIFA,.jpg,1,3,3,0,866098,845.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HALIFAX,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HALIFAX\HALIFA01.jpg,,,,,,
HARR,.jpg,1,3,3,0,668438,652.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HARR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HARR\HARR_01.jpg,,,,,,
HE162,.jpg,1,3,3,0,605720,591.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HE162,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HE162\HE162_01.jpg,,,,,,
HEINKE,.jpg,1,3,3,0,760561,742.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HEINKE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HEINKE\HEINKE01.jpg,,,,,,
HENSCH,.jpg,1,3,3,0,779876,761.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HENSCHEL,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HENSCHEL\HENSCH01.jpg,,,,,,
HERCUL,.jpg,1,3,3,0,728926,711.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HERCULES,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HERCULES\HERCUL01.jpg,,,,,,
HORNET,.jpg,1,3,3,0,680263,664.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HORNET,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\HORNET\HORNET01.jpg,,,,,,
INVADE,.jpg,1,3,3,0,734906,717.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\INVADER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\INVADER\INVADE01.jpg,,,,,,
MAVIS,.jpg,1,2,2,0,608500,594.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\MAVIS,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\MAVIS\MAVIS_01.jpg,,,,,,
MOSQUI,.jpg,1,3,3,0,744325,726.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\MOSQUITO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\MOSQUITO\MOSQUI01.jpg,,,,,,
NATTER,.jpg,1,3,3,0,740769,723.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\NATTER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\NATTER\NATTER01.jpg,,,,,,
OTTER,.jpg,1,3,3,0,681646,665.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\OTTER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\OTTER\OTTER_01.jpg,,,,,,
PFEIL,.jpg,1,3,3,0,648824,633.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\PFEIL,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\PFEIL\PFEIL_01.jpg,,,,,,
RAPIDE,.jpg,1,3,3,0,797515,778.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\RAPIDE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\RAPIDE\RAPIDE01.jpg,,,,,,
STORCH,.jpg,1,3,3,0,867206,846.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\STORCH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\STORCH\STORCH01.jpg,,,,,,
T_767,.jpg,1,3,3,0,596855,582.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_767,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_767\T_767_01.jpg,,,,,,
T_CHER,.jpg,1,3,3,0,625628,611.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_CHER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_CHER\T_CHER01.jpg,,,,,,
T_CORB,.jpg,1,3,3,0,625172,610.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_CORB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_CORB\T_CORB01.jpg,,,,,,
T_LANC,.jpg,1,3,3,0,768302,750.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_LANC,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_LANC\T_LANC01.jpg,,,,,,
T_SWOR,.jpg,1,3,3,0,795652,777.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_SWOR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\T_SWOR\T_SWOR01.jpg,,,,,,
VULCAN,.jpg,1,3,3,0,630080,615.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\VULCAN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\VULCAN\VULCAN01.jpg,,,,,,
ZEPPEL,.jpg,1,3,3,0,547047,534.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\ZEPPEL,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\AIRCRAFT\ZEPPEL\ZEPPEL01.jpg,,,,,,
AMBLY,.jpg,1,3,3,0,435761,425.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\AMBLY,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\AMBLY\AMBLY_01.jpg,,,,,,
ARRUI,.jpg,1,3,3,0,466660,455.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\ARRUI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\ARRUI\ARRUI_01.jpg,,,,,,
BAT,.jpg,1,3,3,0,704612,688.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BAT,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BAT\BAT_01.jpg,,,,,,
BEATLE,.jpg,1,3,3,0,400943,391.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BEATLE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BEATLE\BEATLE01.jpg,,,,,,
BERMJ,.jpg,1,3,3,0,626630,611.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BERMJ,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BERMJ\BERMJ_01.jpg,,,,,,
BOXER,.jpg,1,3,3,0,446723,436.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BOXER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BOXER\BOXER_01.jpg,,,,,,
BRACO,.jpg,1,3,3,0,374802,366.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BRACO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BRACO\BRACO_01.jpg,,,,,,
BUTT,.jpg,1,3,3,0,515813,503.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BUTT,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\BUTT\BUTT_01.jpg,,,,,,
CBDIAB,.jpg,1,3,3,0,505095,493.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CBDIABLO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CBDIABLO\CBDIAB01.jpg,,,,,,
CHAMA,.jpg,1,3,3,0,451568,441.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CHAMA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CHAMA\CHAMA_01.jpg,,,,,,
CHIMP,.jpg,1,3,3,0,400847,391.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CHIMP,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CHIMP\CHIMP_01.jpg,,,,,,
COW,.jpg,1,3,3,0,352366,344.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\COW,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\COW\COW_01.jpg,,,,,,
CRAB,.jpg,1,3,3,0,444255,433.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CRAB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CRAB\CRAB_01.jpg,,,,,,
ELEPHA,.jpg,1,3,3,0,504235,492.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\ELEPHANT,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\ELEPHANT\ELEPHA01.jpg,,,,,,
FLAM,.jpg,1,3,3,0,366251,357.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\FLAM,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\FLAM\FLAM_01.jpg,,,,,,
FLY,.jpg,1,3,3,0,566927,553.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\FLY,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\FLY\FLY_01.jpg,,,,,,
GALLIM,.jpg,1,3,3,0,424328,414.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GALLIM,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GALLIM\GALLIM01.jpg,,,,,,
GIRAFF,.jpg,1,3,3,0,459351,448.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GIRAFFE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GIRAFFE\GIRAFF01.jpg,,,,,,
GORILL,.jpg,1,3,3,0,420021,410.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GORILLA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GORILLA\GORILL01.jpg,,,,,,
KOMODO,.jpg,1,3,3,0,521486,509.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\KOMODO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\KOMODO\KOMODO01.jpg,,,,,,
KWHF,.jpg,1,3,3,0,326017,318.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\KWHF,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\KWHF\KWHF_01.jpg,,,,,,
LABRAT,.jpg,1,3,3,0,507878,496.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LABRAT,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LABRAT\LABRAT01.jpg,,,,,,
LIONES,.jpg,1,3,3,0,456142,445.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LIONESS,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LIONESS\LIONES01.jpg,,,,,,
LOBSTE,.jpg,1,3,3,0,504071,492.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LOBSTER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LOBSTER\LOBSTE01.jpg,,,,,,
LPRAWN,.jpg,1,3,3,0,588741,574.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LPRAWN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LPRAWN\LPRAWN01.jpg,,,,,,
OCTOPU,.jpg,1,3,3,0,525251,512.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\OCTOPUS,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\OCTOPUS\OCTOPU01.jpg,,,,,,
PAREXO,.jpg,1,3,3,0,471828,460.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\PAREXO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\PAREXO\PAREXO01.jpg,,,,,,
PTERAN,.jpg,1,3,3,0,590589,576.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\PTERANO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\PTERANO\PTERAN01.jpg,,,,,,
SANPED,.jpg,1,3,3,0,588722,574.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SANPEDRO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SANPEDRO\SANPED01.jpg,,,,,,
SCOR,.jpg,1,3,3,0,527252,514.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SCOR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SCOR\SCOR_01.jpg,,,,,,
SHEEP,.jpg,1,3,3,0,466533,455.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SHEEPH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SHEEPH\SHEEP01.jpg,,,,,,
SLMN,.jpg,1,3,3,0,454303,443.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SLMN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SLMN\SLMN01.jpg,,,,,,
TARANT,.jpg,1,3,3,0,734336,717.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TARANTU,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TARANTU\TARANT01.jpg,,,,,,
TIRARE,.jpg,1,3,3,0,396371,387.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TIRAREX,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TIRAREX\TIRARE01.jpg,,,,,,
